country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year,gdp_per_capita,generation
Malta,2002,female,35-54 years,2.0,57093.0,3.5,4689832690.0,12524.0,Boomers
Malta,2002,female,15-24 years,0.0,28419.0,0.0,4689832690.0,12524.0,Millenials
Malta,2002,female,5-14 years,0.0,26052.0,0.0,4689832690.0,12524.0,Millenials
Malta,2002,male,15-24 years,0.0,30264.0,0.0,4689832690.0,12524.0,Millenials
Malta,2002,male,5-14 years,0.0,27603.0,0.0,4689832690.0,12524.0,Millenials
Malta,2002,male,75+ years,0.0,8114.0,0.0,4689832690.0,12524.0,Silent
Malta,2003,male,75+ years,2.0,8244.0,24.26,5456583589.0,14444.0,Silent
Malta,2003,male,25-34 years,6.0,28256.0,21.23,5456583589.0,14444.0,Generation X
Malta,2003,male,55-74 years,4.0,35758.0,11.19,5456583589.0,14444.0,Silent
Malta,2003,male,35-54 years,4.0,57171.0,7.0,5456583589.0,14444.0,Boomers
Malta,2003,female,25-34 years,1.0,26726.0,3.74,5456583589.0,14444.0,Generation X
Malta,2003,male,15-24 years,1.0,30207.0,3.31,5456583589.0,14444.0,Millenials
Malta,2003,female,55-74 years,1.0,40926.0,2.44,5456583589.0,14444.0,Silent
Malta,2003,female,35-54 years,1.0,56431.0,1.77,5456583589.0,14444.0,Boomers
Malta,2003,female,15-24 years,0.0,28425.0,0.0,5456583589.0,14444.0,Millenials
Malta,2003,female,5-14 years,0.0,25606.0,0.0,5456583589.0,14444.0,Millenials
Malta,2003,female,75+ years,0.0,12812.0,0.0,5456583589.0,14444.0,Silent
Malta,2003,male,5-14 years,0.0,27223.0,0.0,5456583589.0,14444.0,Millenials
Malta,2004,male,75+ years,2.0,8419.0,23.76,6062780269.0,15916.0,Silent
Malta,2004,female,75+ years,2.0,13109.0,15.26,6062780269.0,15916.0,Silent
Malta,2004,male,55-74 years,4.0,37496.0,10.67,6062780269.0,15916.0,Silent
Malta,2004,male,35-54 years,6.0,56670.0,10.59,6062780269.0,15916.0,Boomers
Malta,2004,female,35-54 years,4.0,55890.0,7.16,6062780269.0,15916.0,Boomers
Malta,2004,female,15-24 years,2.0,28457.0,7.03,6062780269.0,15916.0,Millenials
Malta,2004,male,15-24 years,2.0,30133.0,6.64,6062780269.0,15916.0,Millenials
Malta,2004,female,55-74 years,2.0,42492.0,4.71,6062780269.0,15916.0,Silent
Malta,2004,female,25-34 years,0.0,27498.0,0.0,6062780269.0,15916.0,Generation X
Malta,2004,female,5-14 years,0.0,25007.0,0.0,6062780269.0,15916.0,Millenials
Malta,2004,male,25-34 years,0.0,29132.0,0.0,6062780269.0,15916.0,Generation X
Malta,2004,male,5-14 years,0.0,26615.0,0.0,6062780269.0,15916.0,Millenials
Malta,2005,male,75+ years,3.0,8723.0,34.39,6394851387.0,16648.0,Silent
Malta,2005,male,35-54 years,8.0,56364.0,14.19,6394851387.0,16648.0,Boomers
Malta,2005,male,55-74 years,4.0,39592.0,10.1,6394851387.0,16648.0,Silent
Malta,2005,female,35-54 years,2.0,55449.0,3.61,6394851387.0,16648.0,Boomers
Malta,2005,male,25-34 years,1.0,29584.0,3.38,6394851387.0,16648.0,Generation X
Malta,2005,female,55-74 years,1.0,44074.0,2.27,6394851387.0,16648.0,Silent
Malta,2005,female,15-24 years,0.0,28404.0,0.0,6394851387.0,16648.0,Millenials
Malta,2005,female,25-34 years,0.0,27895.0,0.0,6394851387.0,16648.0,Generation X
Malta,2005,female,5-14 years,0.0,24481.0,0.0,6394851387.0,16648.0,Millenials
Malta,2005,female,75+ years,0.0,13684.0,0.0,6394851387.0,16648.0,Silent
Malta,2005,male,15-24 years,0.0,29930.0,0.0,6394851387.0,16648.0,Millenials
Malta,2005,male,5-14 years,0.0,25931.0,0.0,6394851387.0,16648.0,Millenials
Malta,2006,male,75+ years,3.0,9015.0,33.28,6757119558.0,17504.0,Silent
Malta,2006,male,35-54 years,8.0,56268.0,14.22,6757119558.0,17504.0,Boomers
Malta,2006,male,15-24 years,3.0,29634.0,10.12,6757119558.0,17504.0,Millenials
Malta,2006,male,25-34 years,3.0,29744.0,10.09,6757119558.0,17504.0,Generation X
Malta,2006,male,55-74 years,4.0,41468.0,9.65,6757119558.0,17504.0,Silent
Malta,2006,female,35-54 years,3.0,55069.0,5.45,6757119558.0,17504.0,Boomers
Malta,2006,female,55-74 years,2.0,45421.0,4.4,6757119558.0,17504.0,Silent
Malta,2006,female,15-24 years,0.0,28188.0,0.0,6757119558.0,17504.0,Millenials
Malta,2006,female,25-34 years,0.0,27929.0,0.0,6757119558.0,17504.0,Generation X
Malta,2006,female,5-14 years,0.0,23826.0,0.0,6757119558.0,17504.0,Millenials
Malta,2006,female,75+ years,0.0,14319.0,0.0,6757119558.0,17504.0,Silent
Malta,2006,male,5-14 years,0.0,25157.0,0.0,6757119558.0,17504.0,Millenials
Malta,2007,male,35-54 years,12.0,56285.0,21.32,7880509171.0,20333.0,Boomers
Malta,2007,male,25-34 years,5.0,30315.0,16.49,7880509171.0,20333.0,Generation X
Malta,2007,male,55-74 years,5.0,42777.0,11.69,7880509171.0,20333.0,Silent
Malta,2007,male,75+ years,1.0,9256.0,10.8,7880509171.0,20333.0,Silent
Malta,2007,male,15-24 years,2.0,29328.0,6.82,7880509171.0,20333.0,Millenials
Malta,2007,female,75+ years,1.0,14886.0,6.72,7880509171.0,20333.0,Silent
Malta,2007,female,15-24 years,0.0,27895.0,0.0,7880509171.0,20333.0,Millenials
Malta,2007,female,25-34 years,0.0,28335.0,0.0,7880509171.0,20333.0,Generation X
Malta,2007,female,35-54 years,0.0,54855.0,0.0,7880509171.0,20333.0,Boomers
Malta,2007,female,5-14 years,0.0,22938.0,0.0,7880509171.0,20333.0,Generation Z
Malta,2007,female,55-74 years,0.0,46412.0,0.0,7880509171.0,20333.0,Silent
Malta,2007,male,5-14 years,0.0,24299.0,0.0,7880509171.0,20333.0,Generation Z
Malta,2008,male,75+ years,1.0,9566.0,10.45,8977149553.0,23007.0,Silent
Malta,2008,male,55-74 years,4.0,44053.0,9.08,8977149553.0,23007.0,Silent
Malta,2008,male,35-54 years,5.0,56340.0,8.87,8977149553.0,23007.0,Boomers
Malta,2008,female,35-54 years,2.0,54846.0,3.65,8977149553.0,23007.0,Boomers
Malta,2008,male,15-24 years,1.0,29288.0,3.41,8977149553.0,23007.0,Millenials
Malta,2008,male,25-34 years,1.0,31016.0,3.22,8977149553.0,23007.0,Generation X
Malta,2008,female,15-24 years,0.0,27700.0,0.0,8977149553.0,23007.0,Millenials
Malta,2008,female,25-34 years,0.0,28817.0,0.0,8977149553.0,23007.0,Generation X
Malta,2008,female,5-14 years,0.0,22214.0,0.0,8977149553.0,23007.0,Generation Z
Malta,2008,female,55-74 years,0.0,47402.0,0.0,8977149553.0,23007.0,Silent
Malta,2008,female,75+ years,0.0,15479.0,0.0,8977149553.0,23007.0,Silent
Malta,2008,male,5-14 years,0.0,23474.0,0.0,8977149553.0,23007.0,Generation Z
Malta,2009,male,25-34 years,9.0,31502.0,28.57,8528202278.0,21695.0,Generation X
Malta,2009,male,75+ years,2.0,9840.0,20.33,8528202278.0,21695.0,Silent
Malta,2009,male,55-74 years,9.0,45352.0,19.84,8528202278.0,21695.0,Silent
Malta,2009,male,35-54 years,10.0,56425.0,17.72,8528202278.0,21695.0,Boomers
Malta,2009,male,15-24 years,3.0,29462.0,10.18,8528202278.0,21695.0,Millenials
Malta,2009,female,25-34 years,2.0,29150.0,6.86,8528202278.0,21695.0,Generation X
Malta,2009,female,15-24 years,1.0,27616.0,3.62,8528202278.0,21695.0,Millenials
Malta,2009,female,35-54 years,0.0,54933.0,0.0,8528202278.0,21695.0,Boomers
Malta,2009,female,5-14 years,0.0,21609.0,0.0,8528202278.0,21695.0,Generation Z
Malta,2009,female,55-74 years,0.0,48486.0,0.0,8528202278.0,21695.0,Silent
Malta,2009,female,75+ years,0.0,15983.0,0.0,8528202278.0,21695.0,Silent
Malta,2009,male,5-14 years,0.0,22744.0,0.0,8528202278.0,21695.0,Generation Z
Malta,2010,male,35-54 years,17.0,56430.0,30.13,8741059603.0,22132.0,Generation X
Malta,2010,male,75+ years,2.0,10212.0,19.58,8741059603.0,22132.0,Silent
Malta,2010,male,15-24 years,3.0,29208.0,10.27,8741059603.0,22132.0,Millenials
Malta,2010,male,25-34 years,3.0,31445.0,9.54,8741059603.0,22132.0,Generation X
Malta,2010,male,55-74 years,4.0,46730.0,8.56,8741059603.0,22132.0,Silent
Malta,2010,female,55-74 years,2.0,49604.0,4.03,8741059603.0,22132.0,Silent
Malta,2010,female,15-24 years,0.0,27407.0,0.0,8741059603.0,22132.0,Millenials
Malta,2010,female,25-34 years,0.0,29274.0,0.0,8741059603.0,22132.0,Generation X
Malta,2010,female,35-54 years,0.0,54977.0,0.0,8741059603.0,22132.0,Generation X
Malta,2010,female,5-14 years,0.0,21055.0,0.0,8741059603.0,22132.0,Generation Z
Malta,2010,female,75+ years,0.0,16506.0,0.0,8741059603.0,22132.0,Silent
Malta,2010,male,5-14 years,0.0,22101.0,0.0,8741059603.0,22132.0,Generation Z
Malta,2011,male,35-54 years,9.0,56411.0,15.95,9507645260.0,23984.0,Generation X
Malta,2011,male,25-34 years,4.0,31295.0,12.78,9507645260.0,23984.0,Millenials
Malta,2011,male,15-24 years,3.0,28714.0,10.45,9507645260.0,23984.0,Millenials
Malta,2011,male,55-74 years,4.0,48074.0,8.32,9507645260.0,23984.0,Boomers
Malta,2011,female,15-24 years,0.0,27130.0,0.0,9507645260.0,23984.0,Millenials
Malta,2011,female,25-34 years,0.0,29205.0,0.0,9507645260.0,23984.0,Millenials
Malta,2011,female,35-54 years,0.0,54987.0,0.0,9507645260.0,23984.0,Generation X
Malta,2011,female,5-14 years,0.0,20542.0,0.0,9507645260.0,23984.0,Generation Z
Malta,2011,female,55-74 years,0.0,50691.0,0.0,9507645260.0,23984.0,Boomers
Malta,2011,female,75+ years,0.0,17111.0,0.0,9507645260.0,23984.0,Silent
Malta,2011,male,5-14 years,0.0,21524.0,0.0,9507645260.0,23984.0,Generation Z
Malta,2011,male,75+ years,0.0,10739.0,0.0,9507645260.0,23984.0,Silent
Malta,2012,male,55-74 years,8.0,49347.0,16.21,9209559296.0,23074.0,Boomers
Malta,2012,male,35-54 years,6.0,56478.0,10.62,9209559296.0,23074.0,Generation X
Malta,2012,male,25-34 years,3.0,31548.0,9.51,9209559296.0,23074.0,Millenials
Malta,2012,male,75+ years,1.0,11234.0,8.9,9209559296.0,23074.0,Silent
Malta,2012,female,35-54 years,4.0,54944.0,7.28,9209559296.0,23074.0,Generation X
Malta,2012,female,55-74 years,2.0,51796.0,3.86,9209559296.0,23074.0,Boomers
Malta,2012,male,15-24 years,1.0,28647.0,3.49,9209559296.0,23074.0,Millenials
Malta,2012,female,15-24 years,0.0,26975.0,0.0,9209559296.0,23074.0,Millenials
Malta,2012,female,25-34 years,0.0,29331.0,0.0,9209559296.0,23074.0,Millenials
Malta,2012,female,5-14 years,0.0,20066.0,0.0,9209559296.0,23074.0,Generation Z
Malta,2012,female,75+ years,0.0,17713.0,0.0,9209559296.0,23074.0,Silent
Malta,2012,male,5-14 years,0.0,21059.0,0.0,9209559296.0,23074.0,Generation Z
Malta,2013,male,35-54 years,11.0,56705.0,19.4,10145114180.0,25191.0,Generation X
Malta,2013,male,75+ years,1.0,11751.0,8.51,10145114180.0,25191.0,Silent
Malta,2013,male,55-74 years,4.0,50574.0,7.91,10145114180.0,25191.0,Boomers
Malta,2013,male,15-24 years,2.0,28655.0,6.98,10145114180.0,25191.0,Millenials
Malta,2013,male,25-34 years,2.0,32048.0,6.24,10145114180.0,25191.0,Millenials
Malta,2013,male,5-14 years,1.0,20804.0,4.81,10145114180.0,25191.0,Generation Z
Malta,2013,female,25-34 years,1.0,29657.0,3.37,10145114180.0,25191.0,Millenials
Malta,2013,female,15-24 years,0.0,26698.0,0.0,10145114180.0,25191.0,Millenials
Malta,2013,female,35-54 years,0.0,54854.0,0.0,10145114180.0,25191.0,Generation X
Malta,2013,female,5-14 years,0.0,19765.0,0.0,10145114180.0,25191.0,Generation Z
Malta,2013,female,55-74 years,0.0,52903.0,0.0,10145114180.0,25191.0,Boomers
Malta,2013,female,75+ years,0.0,18314.0,0.0,10145114180.0,25191.0,Silent
Malta,2014,male,75+ years,5.0,12335.0,40.54,11234045376.0,27634.0,Silent
Malta,2014,male,35-54 years,13.0,57094.0,22.77,11234045376.0,27634.0,Generation X
Malta,2014,male,55-74 years,5.0,51764.0,9.66,11234045376.0,27634.0,Boomers
Malta,2014,male,15-24 years,2.0,28298.0,7.07,11234045376.0,27634.0,Millenials
Malta,2014,male,25-34 years,2.0,32560.0,6.14,11234045376.0,27634.0,Millenials
Malta,2014,female,5-14 years,1.0,19668.0,5.08,11234045376.0,27634.0,Generation Z
Malta,2014,female,15-24 years,1.0,26151.0,3.82,11234045376.0,27634.0,Millenials
Malta,2014,female,25-34 years,1.0,30050.0,3.33,11234045376.0,27634.0,Millenials
Malta,2014,female,55-74 years,1.0,54027.0,1.85,11234045376.0,27634.0,Boomers
Malta,2014,female,35-54 years,1.0,54883.0,1.82,11234045376.0,27634.0,Generation X
Malta,2014,female,75+ years,0.0,18918.0,0.0,11234045376.0,27634.0,Silent
Malta,2014,male,5-14 years,0.0,20777.0,0.0,11234045376.0,27634.0,Generation Z
Malta,2015,male,25-34 years,8.0,33179.0,24.11,10574026838.0,25750.0,Millenials
Malta,2015,male,35-54 years,9.0,57603.0,15.62,10574026838.0,25750.0,Generation X
Malta,2015,male,55-74 years,8.0,53017.0,15.09,10574026838.0,25750.0,Boomers
Malta,2015,male,15-24 years,2.0,27768.0,7.2,10574026838.0,25750.0,Millenials
Malta,2015,female,35-54 years,3.0,55098.0,5.44,10574026838.0,25750.0,Generation X
Malta,2015,female,15-24 years,1.0,25588.0,3.91,10574026838.0,25750.0,Millenials
Malta,2015,female,55-74 years,2.0,55161.0,3.63,10574026838.0,25750.0,Boomers
Malta,2015,female,25-34 years,1.0,30613.0,3.27,10574026838.0,25750.0,Millenials
Malta,2015,female,5-14 years,0.0,19625.0,0.0,10574026838.0,25750.0,Generation Z
Malta,2015,female,75+ years,0.0,19379.0,0.0,10574026838.0,25750.0,Silent
Malta,2015,male,5-14 years,0.0,20817.0,0.0,10574026838.0,25750.0,Generation Z
Malta,2015,male,75+ years,0.0,12789.0,0.0,10574026838.0,25750.0,Silent
Mauritius,1985,female,75+ years,2.0,8800.0,22.73,1080642033.0,1223.0,G.I. Generation
Mauritius,1985,male,25-34 years,19.0,88500.0,21.47,1080642033.0,1223.0,Boomers
Mauritius,1985,male,35-54 years,18.0,89500.0,20.11,1080642033.0,1223.0,Silent
Mauritius,1985,male,55-74 years,9.0,45300.0,19.87,1080642033.0,1223.0,G.I. Generation
Mauritius,1985,male,15-24 years,21.0,109400.0,19.2,1080642033.0,1223.0,Generation X
Mauritius,1985,female,15-24 years,18.0,106300.0,16.93,1080642033.0,1223.0,Generation X
Mauritius,1985,female,55-74 years,4.0,47900.0,8.35,1080642033.0,1223.0,G.I. Generation
Mauritius,1985,female,25-34 years,6.0,87200.0,6.88,1080642033.0,1223.0,Boomers
Mauritius,1985,female,35-54 years,6.0,90500.0,6.63,1080642033.0,1223.0,Silent
Mauritius,1985,male,5-14 years,1.0,104700.0,0.96,1080642033.0,1223.0,Generation X
Mauritius,1985,female,5-14 years,0.0,100900.0,0.0,1080642033.0,1223.0,Generation X
Mauritius,1985,male,75+ years,0.0,4400.0,0.0,1080642033.0,1223.0,G.I. Generation
Mauritius,1986,male,25-34 years,7.0,88800.0,7.88,1469046115.0,1636.0,Boomers
Mauritius,1986,male,35-54 years,7.0,94900.0,7.38,1469046115.0,1636.0,Silent
Mauritius,1986,female,15-24 years,6.0,104600.0,5.74,1469046115.0,1636.0,Generation X
Mauritius,1986,male,15-24 years,5.0,108300.0,4.62,1469046115.0,1636.0,Generation X
Mauritius,1986,female,25-34 years,2.0,88500.0,2.26,1469046115.0,1636.0,Boomers
Mauritius,1986,male,55-74 years,1.0,45700.0,2.19,1469046115.0,1636.0,G.I. Generation
Mauritius,1986,female,35-54 years,0.0,96400.0,0.0,1469046115.0,1636.0,Silent
Mauritius,1986,female,5-14 years,0.0,102100.0,0.0,1469046115.0,1636.0,Generation X
Mauritius,1986,female,55-74 years,0.0,48500.0,0.0,1469046115.0,1636.0,G.I. Generation
Mauritius,1986,female,75+ years,0.0,9100.0,0.0,1469046115.0,1636.0,G.I. Generation
Mauritius,1986,male,5-14 years,0.0,106500.0,0.0,1469046115.0,1636.0,Generation X
Mauritius,1986,male,75+ years,0.0,4700.0,0.0,1469046115.0,1636.0,G.I. Generation
Mauritius,1987,male,35-54 years,36.0,98200.0,36.66,1888754655.0,2073.0,Silent
Mauritius,1987,female,15-24 years,28.0,102000.0,27.45,1888754655.0,2073.0,Generation X
Mauritius,1987,male,25-34 years,21.0,91300.0,23.0,1888754655.0,2073.0,Boomers
Mauritius,1987,male,15-24 years,24.0,105000.0,22.86,1888754655.0,2073.0,Generation X
Mauritius,1987,female,75+ years,2.0,9000.0,22.22,1888754655.0,2073.0,G.I. Generation
Mauritius,1987,male,55-74 years,6.0,45800.0,13.1,1888754655.0,2073.0,G.I. Generation
Mauritius,1987,female,25-34 years,10.0,92900.0,10.76,1888754655.0,2073.0,Boomers
Mauritius,1987,female,55-74 years,3.0,49500.0,6.06,1888754655.0,2073.0,G.I. Generation
Mauritius,1987,female,35-54 years,6.0,100300.0,5.98,1888754655.0,2073.0,Silent
Mauritius,1987,female,5-14 years,4.0,103900.0,3.85,1888754655.0,2073.0,Generation X
Mauritius,1987,male,5-14 years,0.0,108600.0,0.0,1888754655.0,2073.0,Generation X
Mauritius,1987,male,75+ years,0.0,4800.0,0.0,1888754655.0,2073.0,G.I. Generation
Mauritius,1988,male,75+ years,3.0,4800.0,62.5,2143484488.0,2317.0,G.I. Generation
Mauritius,1988,male,35-54 years,44.0,101600.0,43.31,2143484488.0,2317.0,Silent
Mauritius,1988,male,55-74 years,14.0,46800.0,29.91,2143484488.0,2317.0,G.I. Generation
Mauritius,1988,male,25-34 years,28.0,95100.0,29.44,2143484488.0,2317.0,Boomers
Mauritius,1988,female,15-24 years,21.0,99200.0,21.17,2143484488.0,2317.0,Generation X
Mauritius,1988,male,15-24 years,21.0,102000.0,20.59,2143484488.0,2317.0,Generation X
Mauritius,1988,female,25-34 years,19.0,95000.0,20.0,2143484488.0,2317.0,Boomers
Mauritius,1988,female,35-54 years,11.0,106100.0,10.37,2143484488.0,2317.0,Silent
Mauritius,1988,female,55-74 years,3.0,49900.0,6.01,2143484488.0,2317.0,G.I. Generation
Mauritius,1988,female,5-14 years,2.0,105100.0,1.9,2143484488.0,2317.0,Generation X
Mauritius,1988,male,5-14 years,1.0,109800.0,0.91,2143484488.0,2317.0,Generation X
Mauritius,1988,female,75+ years,0.0,9600.0,0.0,2143484488.0,2317.0,G.I. Generation
Mauritius,1989,male,25-34 years,41.0,96900.0,42.31,2191096860.0,2349.0,Boomers
Mauritius,1989,male,75+ years,2.0,5200.0,38.46,2191096860.0,2349.0,G.I. Generation
Mauritius,1989,male,35-54 years,37.0,103400.0,35.78,2191096860.0,2349.0,Silent
Mauritius,1989,female,75+ years,2.0,10200.0,19.61,2191096860.0,2349.0,G.I. Generation
Mauritius,1989,male,15-24 years,19.0,100400.0,18.92,2191096860.0,2349.0,Generation X
Mauritius,1989,male,55-74 years,8.0,47500.0,16.84,2191096860.0,2349.0,G.I. Generation
Mauritius,1989,female,15-24 years,11.0,97900.0,11.24,2191096860.0,2349.0,Generation X
Mauritius,1989,female,55-74 years,5.0,50900.0,9.82,2191096860.0,2349.0,G.I. Generation
Mauritius,1989,female,25-34 years,9.0,96500.0,9.33,2191096860.0,2349.0,Boomers
Mauritius,1989,female,5-14 years,5.0,104600.0,4.78,2191096860.0,2349.0,Generation X
Mauritius,1989,female,35-54 years,5.0,109900.0,4.55,2191096860.0,2349.0,Silent
Mauritius,1989,male,5-14 years,0.0,109500.0,0.0,2191096860.0,2349.0,Generation X
Mauritius,1990,male,35-54 years,33.0,107800.0,30.61,2653480001.0,2820.0,Silent
Mauritius,1990,male,55-74 years,13.0,48700.0,26.69,2653480001.0,2820.0,G.I. Generation
Mauritius,1990,male,25-34 years,26.0,98100.0,26.5,2653480001.0,2820.0,Boomers
Mauritius,1990,female,15-24 years,23.0,95400.0,24.11,2653480001.0,2820.0,Generation X
Mauritius,1990,female,25-34 years,18.0,97100.0,18.54,2653480001.0,2820.0,Boomers
Mauritius,1990,male,15-24 years,18.0,98500.0,18.27,2653480001.0,2820.0,Generation X
Mauritius,1990,female,55-74 years,4.0,51800.0,7.72,2653480001.0,2820.0,G.I. Generation
Mauritius,1990,female,35-54 years,8.0,115600.0,6.92,2653480001.0,2820.0,Silent
Mauritius,1990,female,5-14 years,3.0,103400.0,2.9,2653480001.0,2820.0,Generation X
Mauritius,1990,male,5-14 years,1.0,108400.0,0.92,2653480001.0,2820.0,Generation X
Mauritius,1990,female,75+ years,0.0,10500.0,0.0,2653480001.0,2820.0,G.I. Generation
Mauritius,1990,male,75+ years,0.0,5800.0,0.0,2653480001.0,2820.0,G.I. Generation
Mauritius,1991,male,75+ years,3.0,6300.0,47.62,2856890681.0,3045.0,G.I. Generation
Mauritius,1991,male,25-34 years,37.0,100400.0,36.85,2856890681.0,3045.0,Boomers
Mauritius,1991,male,55-74 years,12.0,47400.0,25.32,2856890681.0,3045.0,Silent
Mauritius,1991,male,35-54 years,27.0,113400.0,23.81,2856890681.0,3045.0,Boomers
Mauritius,1991,female,15-24 years,15.0,93300.0,16.08,2856890681.0,3045.0,Generation X
Mauritius,1991,male,15-24 years,15.0,96200.0,15.59,2856890681.0,3045.0,Generation X
Mauritius,1991,female,25-34 years,11.0,97100.0,11.33,2856890681.0,3045.0,Boomers
Mauritius,1991,female,55-74 years,5.0,53600.0,9.33,2856890681.0,3045.0,Silent
Mauritius,1991,female,35-54 years,9.0,114000.0,7.89,2856890681.0,3045.0,Boomers
Mauritius,1991,female,5-14 years,3.0,101000.0,2.97,2856890681.0,3045.0,Millenials
Mauritius,1991,female,75+ years,0.0,11500.0,0.0,2856890681.0,3045.0,G.I. Generation
Mauritius,1991,male,5-14 years,0.0,103900.0,0.0,2856890681.0,3045.0,Millenials
Mauritius,1992,male,75+ years,3.0,6600.0,45.45,3224267548.0,3400.0,G.I. Generation
Mauritius,1992,male,35-54 years,47.0,118800.0,39.56,3224267548.0,3400.0,Boomers
Mauritius,1992,male,25-34 years,24.0,101400.0,23.67,3224267548.0,3400.0,Boomers
Mauritius,1992,male,15-24 years,17.0,96800.0,17.56,3224267548.0,3400.0,Generation X
Mauritius,1992,male,55-74 years,8.0,48000.0,16.67,3224267548.0,3400.0,Silent
Mauritius,1992,female,15-24 years,13.0,93200.0,13.95,3224267548.0,3400.0,Generation X
Mauritius,1992,female,35-54 years,14.0,118500.0,11.81,3224267548.0,3400.0,Boomers
Mauritius,1992,female,25-34 years,11.0,96800.0,11.36,3224267548.0,3400.0,Boomers
Mauritius,1992,female,75+ years,1.0,11800.0,8.47,3224267548.0,3400.0,G.I. Generation
Mauritius,1992,female,55-74 years,3.0,54700.0,5.48,3224267548.0,3400.0,Silent
Mauritius,1992,female,5-14 years,4.0,99300.0,4.03,3224267548.0,3400.0,Millenials
Mauritius,1992,male,5-14 years,1.0,102400.0,0.98,3224267548.0,3400.0,Millenials
Mauritius,1993,male,75+ years,2.0,6800.0,29.41,3263368410.0,3405.0,G.I. Generation
Mauritius,1993,male,25-34 years,30.0,102500.0,29.27,3263368410.0,3405.0,Boomers
Mauritius,1993,male,35-54 years,33.0,123400.0,26.74,3263368410.0,3405.0,Boomers
Mauritius,1993,male,55-74 years,13.0,48700.0,26.69,3263368410.0,3405.0,Silent
Mauritius,1993,female,15-24 years,16.0,93500.0,17.11,3263368410.0,3405.0,Generation X
Mauritius,1993,female,25-34 years,16.0,97000.0,16.49,3263368410.0,3405.0,Boomers
Mauritius,1993,male,15-24 years,13.0,97500.0,13.33,3263368410.0,3405.0,Generation X
Mauritius,1993,female,35-54 years,8.0,122700.0,6.52,3263368410.0,3405.0,Boomers
Mauritius,1993,female,55-74 years,3.0,55600.0,5.4,3263368410.0,3405.0,Silent
Mauritius,1993,female,5-14 years,2.0,97600.0,2.05,3263368410.0,3405.0,Millenials
Mauritius,1993,male,5-14 years,2.0,100800.0,1.98,3263368410.0,3405.0,Millenials
Mauritius,1993,female,75+ years,0.0,12200.0,0.0,3263368410.0,3405.0,G.I. Generation
Mauritius,1994,male,25-34 years,41.0,102600.0,39.96,3558137040.0,3658.0,Boomers
Mauritius,1994,male,15-24 years,25.0,99500.0,25.13,3558137040.0,3658.0,Generation X
Mauritius,1994,male,55-74 years,12.0,49100.0,24.44,3558137040.0,3658.0,Silent
Mauritius,1994,male,35-54 years,28.0,128600.0,21.77,3558137040.0,3658.0,Boomers
Mauritius,1994,male,75+ years,1.0,7000.0,14.29,3558137040.0,3658.0,G.I. Generation
Mauritius,1994,female,15-24 years,9.0,96100.0,9.37,3558137040.0,3658.0,Generation X
Mauritius,1994,female,25-34 years,8.0,97100.0,8.24,3558137040.0,3658.0,Boomers
Mauritius,1994,female,75+ years,1.0,12400.0,8.06,3558137040.0,3658.0,G.I. Generation
Mauritius,1994,female,35-54 years,3.0,127900.0,2.35,3558137040.0,3658.0,Boomers
Mauritius,1994,female,5-14 years,1.0,96300.0,1.04,3558137040.0,3658.0,Millenials
Mauritius,1994,female,55-74 years,0.0,56700.0,0.0,3558137040.0,3658.0,Silent
Mauritius,1994,male,5-14 years,0.0,99500.0,0.0,3558137040.0,3658.0,Millenials
Mauritius,1995,male,35-54 years,49.0,133300.0,36.76,4040345933.0,4115.0,Boomers
Mauritius,1995,male,25-34 years,34.0,101700.0,33.43,4040345933.0,4115.0,Generation X
Mauritius,1995,male,75+ years,2.0,7200.0,27.78,4040345933.0,4115.0,G.I. Generation
Mauritius,1995,male,55-74 years,13.0,49900.0,26.05,4040345933.0,4115.0,Silent
Mauritius,1995,male,15-24 years,16.0,101000.0,15.84,4040345933.0,4115.0,Generation X
Mauritius,1995,female,15-24 years,11.0,97900.0,11.24,4040345933.0,4115.0,Generation X
Mauritius,1995,female,55-74 years,6.0,57800.0,10.38,4040345933.0,4115.0,Silent
Mauritius,1995,female,75+ years,1.0,12800.0,7.81,4040345933.0,4115.0,G.I. Generation
Mauritius,1995,female,35-54 years,8.0,132400.0,6.04,4040345933.0,4115.0,Boomers
Mauritius,1995,female,25-34 years,4.0,95700.0,4.18,4040345933.0,4115.0,Generation X
Mauritius,1995,female,5-14 years,2.0,94400.0,2.12,4040345933.0,4115.0,Millenials
Mauritius,1995,male,5-14 years,1.0,97800.0,1.02,4040345933.0,4115.0,Millenials
Mauritius,1996,male,25-34 years,33.0,100700.0,32.77,4421943910.0,4444.0,Generation X
Mauritius,1996,male,55-74 years,16.0,50200.0,31.87,4421943910.0,4444.0,Silent
Mauritius,1996,male,35-54 years,41.0,138600.0,29.58,4421943910.0,4444.0,Boomers
Mauritius,1996,male,15-24 years,27.0,103000.0,26.21,4421943910.0,4444.0,Generation X
Mauritius,1996,female,25-34 years,12.0,94900.0,12.64,4421943910.0,4444.0,Generation X
Mauritius,1996,female,55-74 years,6.0,58500.0,10.26,4421943910.0,4444.0,Silent
Mauritius,1996,female,15-24 years,8.0,100000.0,8.0,4421943910.0,4444.0,Generation X
Mauritius,1996,female,75+ years,1.0,13200.0,7.58,4421943910.0,4444.0,G.I. Generation
Mauritius,1996,female,35-54 years,7.0,137300.0,5.1,4421943910.0,4444.0,Boomers
